"321729","591 FERNDALE AVE., VERMILION, OH 44089, , , ","Match","Exact","591 FERNDALE AVE, VERMILION, OH, 44089","-82.30916638573274,41.423076555661055","55402979","L"
"321727","591 FERNDALE AVE., VERMILION, OH 44089, , , ","Match","Exact","591 FERNDALE AVE, VERMILION, OH, 44089","-82.30916638573274,41.423076555661055","55402979","L"
"321728","591 FERNDALE AVE., VERMILION, OH 44089, , , ","Match","Exact","591 FERNDALE AVE, VERMILION, OH, 44089","-82.30916638573274,41.423076555661055","55402979","L"
"321725","577 HARRIS RD., SHEFFIELD LAKE, OH 44054, , , ","Match","Exact","577 HARRIS RD, SHEFFIELD LAKE, OH, 44054","-82.09438514195438,41.490845191881476","55407583","L"
"321726","577 HARRIS RD., SHEFFIELD LAKE, OH 44054, , , ","Match","Exact","577 HARRIS RD, SHEFFIELD LAKE, OH, 44054","-82.09438514195438,41.490845191881476","55407583","L"
"321723","4575 LAKE RD., SHEFFIELD LAKE, OH 44054, , , ","No_Match"
"321724","4575 LAKE RD., SHEFFIELD LAKE, OH 44054, , , ","No_Match"
"321721","200 WOODLAND ST., OBERLIN, OH 44074, , , ","Match","Exact","200 WOODLAND ST, OBERLIN, OH, 44074","-82.2223254905469,41.29722478942193","639366437","L"
"321722","81 LOCUST ST., OBERLIN, OH 44074, , , ","Match","Exact","81 LOCUST ST, OBERLIN, OH, 44074","-82.21469771751237,41.28620089954103","55411561","R"
"321720","200 WOODLAND ST., OBERLIN, OH 44074, , , ","Match","Exact","200 WOODLAND ST, OBERLIN, OH, 44074","-82.2223254905469,41.29722478942193","639366437","L"
"320409","1350 NORTH BEND RD, CINCINNAT, OH 45224, , , ","Match","Non_Exact","1350 W NORTH BEND RD, CINCINNATI, OH, 45224","-84.54014846374139,39.202621513972474","103921234","R"
"320407","4222 HAMILTON AVE, CINCINNAT, OH 45223, , , ","Match","Non_Exact","4222 HAMILTON AVE, CINCINNATI, OH, 45223","-84.54010994585298,39.16377106601033","103922245","R"
"321738","50679 SR 303, OBERLIN, OH 44074, , , ","Match","Non_Exact","50679 STATE RTE 303, WELLINGTON, OH, 44090","-82.30382944469085,41.23749186855923","55411083","L"
"320408","5910 ARGUS RD, CINCINNAT, OH 45224, , , ","Match","Non_Exact","5910 ARGUS RD, CINCINNATI, OH, 45224","-84.5351625921005,39.19781454402931","103921315","R"
"321739","9685 EAST RIVER RD, ELYRIA, OH 44035, , , ","Match","Exact","9685 E RIVER RD, ELYRIA, OH, 44035","-82.09503276451221,41.34957530959855","55413339","L"
"320405","2645 W NORTH BEND RD, CINCINNAT, OH 45239, , , ","Match","Non_Exact","2645 W NORTH BEND RD, CINCINNATI, OH, 45239","-84.57167626193461,39.190275003253475","103920833","L"
"321736","200 EAGLE ST., ROCHESTER, OH 44090, , , ","Match","Exact","200 EAGLE ST, ROCHESTER, OH, 44090","-82.30595794767476,41.12355232075788","642838536","L"
"320406","4222 HAMILTON AVE, CINCINNAT, OH 45223, , , ","Match","Non_Exact","4222 HAMILTON AVE, CINCINNATI, OH, 45223","-84.54010994585298,39.16377106601033","103922245","R"
"321737","2144 NORTH RIDGE RD., VERMILION, OH 44089, , , ","No_Match"
"320403","1930 FRICKE RD, CINCINNAT, OH 45225, , , ","Match","Non_Exact","1930 FRICKE RD, CINCINNATI, OH, 45225","-84.55214917492663,39.14691006059127","650123767","R"
"321734","46485 MIDDLE RIDGE RD, AMHERST, OH 44001, , , ","Match","Exact","46485 MIDDLE RIDGE RD, AMHERST, OH, 44001","-82.21556082952452,41.388771808478225","55405360","R"
"320404","5545 BELMONT AVE, CINCINNAT, OH 45224, , , ","Match","Non_Exact","5545 BELMONT AVE, CINCINNATI, OH, 45224","-84.54699079601187,39.19110393646599","103921332","L"
"321735","500 W. MAIN ST., SOUTH AMHERST, OH 44001, , , ","Match","Exact","500 W MAIN ST, SOUTH AMHERST, OH, 44001","-82.25718734611428,41.35465106107597","55410768","R"
"320401","4151 TURRILL ST, CINCINNAT, OH 45223, , , ","Match","Non_Exact","4151 TURRILL ST, CINCINNATI, OH, 45223","-84.54164296523027,39.1620827037749","103922238","L"
"321732","46485 MIDDLE RIDGE RD, AMHERST, OH 44001, , , ","Match","Exact","46485 MIDDLE RIDGE RD, AMHERST, OH, 44001","-82.21556082952452,41.388771808478225","55405360","R"
"320402","2950 SIDNEY AVE, CINCINNAT, OH 45225, , , ","Match","Non_Exact","2950 SIDNEY AVE, CINCINNATI, OH, 45225","-84.53519115683997,39.13629570122521","648894372","R"
"321733","500 W. MAIN ST., SOUTH AMHERST, OH 44001, , , ","Match","Exact","500 W MAIN ST, SOUTH AMHERST, OH, 44001","-82.25718734611428,41.35465106107597","55410768","R"
"321730","2144 NORTH RIDGE RD., VERMILION, OH 44089, , , ","No_Match"
"320400","1769 CARLL ST, CINCINNAT, OH 45225, , , ","Match","Non_Exact","1769 CARLL ST, CINCINNATI, OH, 45225","-84.55373124947437,39.1348879781101","103922630","L"
"321731","46485 MIDDLE RIDGE RD, AMHERST, OH 44001, , , ","Match","Exact","46485 MIDDLE RIDGE RD, AMHERST, OH, 44001","-82.21556082952452,41.388771808478225","55405360","R"
"321709","8700 GATEWOOD DR., NORTH RIDGEVILLE, OH 44039, , , ","Match","Exact","8700 GATEWOOD DR, NORTH RIDGEVILLE, OH, 44039","-81.98809310964248,41.36786708365116","55422130","R"
"321707","36600 SUGAR RIDGE RD., NORTH RIDGEVILLE, OH 44039, , , ","Match","Exact","36600 SUGAR RIDGE RD, NORTH RIDGEVILLE, OH, 44039","-82.02751322834251,41.37322528385181","55410128","R"
"321708","32121 LORAIN RD., NORTH RIDGEVILLE, OH 44039, , , ","No_Match"
"321705","34620 BAINBRIDGE RD., N. RIDGEVILLE, OH 44039, , , ","Match","Exact","34620 BAINBRIDGE RD, N RIDGEVILLE, OH, 44039","-82.0023848099637,41.3852373459211","55425533","R"
