chapter,place,title,date,location,year,latitude,longitude
rladies,newyork,R-Ladies NYC Lightning Talks,2021-10-19,online,2021,48.1187679,11.5485464
rladies,boulder,RLadies Boulder Meetup #19: Happy Hour Round 2 at Sanitas Brewing!,2021-10-19,inperson,2021,40.0149856,-105.270545
rladies,st-louis,Data Visualization: Exploratory Analysis with ggplot,2021-10-19,online,2021,38.6280278,-90.1910154
rladies,baltimore,Making web-ready maps,2021-10-19,online,2021,39.2908816,-76.610759
rladies,philly,Bayes Rules! An Introduction to Bayesian Modeling with R,2021-10-18,online,2021,39.9527237,-75.1635262
rladies,east-lansing,Ice Cream Social outside of the MSU Dairy Store,2021-10-18,inperson,2021,42.7320307,-84.4721678
rladies,bariloche,"GRUPO 1. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-10-18,online,2021,-41.1334421,-71.3098425
rladies,dc,"Books In Bars - The Code Breaker: Jennifer Doudna, gene editing, and the future ",2021-10-16,online,2021,4.6529539,-74.0835643
rladies,lima,Workshop: ¡Aprendiendo a crear una Shiny app!,2021-10-16,online,2021,-12.0621065,-77.0365256
rladies,banda-aceh,Third Meetup - Mengenal R dan RStudio Part I and II,2021-10-16,online,2021,5.5528455,95.3192908
rladies,dc,R for Data Science Book Club,2021-10-14,online,2021,4.6529539,-74.0835643
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 12,2021-10-14,online,2021,-2.1900563,-79.8868741
rladies,bariloche,"GRUPO 3. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-10-14,online,2021,-41.1334421,-71.3098425
rladies,barranquilla,Club de lectura: R para Ciencia de Datos - Sesión 12,2021-10-14,online,2021,11.0101922,-74.8231794084391
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-10-14,online,2021,42.2418183,-1.7628016
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 12,2021-10-14,online,2021,-0.62881505,-90.3638752022324
rladies,rtp,[ONLINE] #tidytuesday Work Group,2021-10-13,online,2021,35.8569851,-78.8682511
rladies,freiburg,Level up your ggplot: What is the deal with theme()?,2021-10-13,online,2021,47.9960901,7.8494005
rladies,bariloche,"GRUPO 2. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-10-13,online,2021,-41.1334421,-71.3098425
rladies,st-louis,Intro to Tidyverse,2021-10-12,online,2021,38.6280278,-90.1910154
rladies,goiania,Introdução a Análise de Paisagens,2021-10-09,online,2021,-16.680882,-49.2532691
rladies,brisbane,"Cluster analysis, interpolation techniques and more using R",2021-10-07,online,2021,-27.4689682,153.0234991
rladies,gainesville,Introduction to R Markdown,2021-10-07,online,2021,29.6519684,-82.3249846
rladies,bergen,FAIR research data & citable code,2021-10-07,inperson,2021,60.3943055,5.3259192
rladies,urmia,"Cluster Analysis, Interpolation Techniques and More Using R",2021-10-07,online,2021,61.4675143,23.2169112
rladies,seattle,Developing R Packages for Yourself and Others,2021-10-05,online,2021,47.6038321,-122.330062
rladies,st-louis,Getting Started with R,2021-10-05,online,2021,38.6280278,-90.1910154
rladies,newyork,Panel Discussion: Working with & learning from COVID-19 data,2021-10-04,online,2021,48.1187679,11.5485464
rladies,abuja,Machine Learning with tidymodels,2021-10-02,online,2021,9.0643305,7.4892974
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 11,2021-09-30,online,2021,11.0101922,-74.8231794084391
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-09-30,online,2021,42.2418183,-1.7628016
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 11,2021-09-30,online,2021,-2.1900563,-79.8868741
rladies,bariloche,"GRUPO 3. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-30,online,2021,-41.1334421,-71.3098425
rladies,east-lansing,Intro to Shiny Apps ,2021-09-30,online,2021,42.7320307,-84.4721678
rladies,miami,Tune xgboost with {tidymodels} 👩🏽‍💻,2021-09-30,online,2021,25.7741728,-80.19362
rladies,concepcion,"Club de lectura del libro ""Data Feminism""",2021-09-30,online,2021,-36.8270795,-73.0502399
rladies,talca,"Club de lectura del libro ""Data Feminism""",2021-09-30,online,2021,-35.4265343,-71.6660322
rladies,scl,"Club de lectura del libro ""Data Feminism""",2021-09-30,online,2021,-33.4093715,-70.7908989
rladies,valparaiso,"Club de lectura del libro ""Data Feminism""",2021-09-30,online,2021,-32.5976089,-70.8529753
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 11,2021-09-30,online,2021,-0.62881505,-90.3638752022324
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-09-29,inperson,2021,-2.1900563,-79.8868741
rladies,medellin,Análisis y procesamiento de texto en R,2021-09-29,inperson,2021,6.2697018,-75.60252574475943
rladies,freiburg,From messy data to beautiful plot: Guided TidyTuesday,2021-09-29,online,2021,47.9960901,7.8494005
rladies,bariloche,"GRUPO 2. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-29,online,2021,-41.1334421,-71.3098425
rladies,amsterdam,[ONLINE]- Intro to Bayesian Statistics in R,2021-09-28,online,2021,52.3730796,4.8924534
rladies,seattle,Intermediate git & GitHub lightning talks,2021-09-28,online,2021,47.6038321,-122.330062
rladies,rtp,[ONLINE] #tidytuesday Work Group,2021-09-27,online,2021,35.8569851,-78.8682511
rladies,montevideo,¡Por favor... Dibújame un proyecto!,2021-09-27,online,2021,-34.9058916,-56.1913095
rladies,bariloche,"GRUPO 1. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-27,online,2021,-41.1334421,-71.3098425
rladies,puebla,Análisis de Redes con Dra. María Ramos,2021-09-25,online,2021,18.833333,-98
rladies,guadalajara,Programadoras Mexicanas: Segundo Encuentro Anual R-Ladies México,2021-09-24,online,2021,20.6720375,-103.338396
rladies,queretaro,Programadoras Mexicanas: Segundo Encuentro Anual R-Ladies México,2021-09-24,online,2021,20.5927744,-100.3902245
rladies,cdmx,Programadoras Mexicanas: Segundo Encuentro Anual R-Ladies México,2021-09-24,online,2021,19.4326296,-99.1331785
rladies,comitan,Programadoras mexicanas,2021-09-24,online,2021,16.2441097,-92.1348514
rladies,puebla,Programadoras Mexicanas: Segundo Encuentro Anual R-Ladies México,2021-09-24,online,2021,18.833333,-98
rladies,newyork,R-Ladies NYC Lightning Talks,2021-09-23,online,2021,48.1187679,11.5485464
rladies,dc,R for Data Science Book Club,2021-09-23,online,2021,4.6529539,-74.0835643
rladies,riverside,Intro to Github and R,2021-09-23,online,2021,33.7219991,-116.0372472
rladies,buenos-aires,Cómo empezaR: desde las Ciencias Sociales hacia las Ciencias de Datos,2021-09-22,online,2021,-34.6075682,-58.4370894
rladies,philly,Causal Inference with R,2021-09-22,online,2021,39.9527237,-75.1635262
rladies,irvine,R Tutorial: Easy Exploratory Data Analysis in R,2021-09-21,online,2021,33.6856969,-117.8259819
rladies,vancouver,Vancouver DataJam 2021 ,2021-09-18,online,2021,49.2608724,-123.113952
rladies,goiania,Introdução a GitHub Actions,2021-09-18,online,2021,-16.680882,-49.2532691
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 10,2021-09-16,online,2021,11.0101922,-74.8231794084391
rladies,montreal,R-Ladies Meeting: TBC,2021-09-16,inperson,2021,45.5031824,-73.5698065
rladies,montreal,R-Ladies Meeting: TBC,2021-09-16,inperson,2021,45.5031824,-73.5698065
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 10,2021-09-16,online,2021,-2.1900563,-79.8868741
rladies,bariloche,"GRUPO 3. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-16,online,2021,-41.1334421,-71.3098425
rladies,melbourne,Anomalies! You can’t escape them,2021-09-16,online,2021,-37.8142454,144.9631732
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 10,2021-09-16,online,2021,-0.62881505,-90.3638752022324
rladies,utrecht,Growing into the R community,2021-09-15,online,2021,52.080985600000005,5.12768396945229
rladies,freiburg,"Create colourful, publication-ready tables with {gt} & {gtsummary}",2021-09-15,online,2021,47.9960901,7.8494005
rladies,chicago,R Ladies BBQ Social Gathering,2021-09-15,inperson,2021,41.8755616,-87.6244212
rladies,coventry,Growing into the R community,2021-09-15,online,2021,52.4081812,-1.510477
rladies,bariloche,"GRUPO 2. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-15,online,2021,-41.1334421,-71.3098425
rladies,miami,MACHINE LEARNING & AI MEETUP WEEK,2021-09-14,inperson,2021,25.7741728,-80.19362
rladies,boulder,RLadies #18: Frequentist & Bayesian random effects models in R: RStan tutorial,2021-09-14,online,2021,40.0149856,-105.270545
rladies,johannesburg,treeheatr and pmlbr: visualizing decision trees on benchmark datasets,2021-09-14,online,2021,-26.205,28.049722
rladies,miami,[Webinar] AI Inference Workloads: Solving Challenges Beyond Training Models,2021-09-14,inperson,2021,25.7741728,-80.19362
rladies,newyork,Publishing your R or Data Science book with Chapman & Hall/CRC,2021-09-14,online,2021,48.1187679,11.5485464
rladies,dc,Publishing your R or Data Science book with Chapman & Hall/CRC,2021-09-14,online,2021,4.6529539,-74.0835643
rladies,chicago,Publishing your R or Data Science book with Chapman & Hall/CRC,2021-09-14,online,2021,41.8755616,-87.6244212
rladies,miami,[Hackathon] - Florida Hacks with IBM,2021-09-13,online,2021,25.7741728,-80.19362
rladies,bariloche,"GRUPO 1. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-13,online,2021,-41.1334421,-71.3098425
rladies,goiania,Introdução à utilização do Git e GitHub no RStudio,2021-09-11,online,2021,-16.680882,-49.2532691
rladies,bariloche,Buenas prácticas para el flujo de trabajo en R,2021-09-10,online,2021,-41.1334421,-71.3098425
rladies,dc,R for Data Science Book Club,2021-09-09,online,2021,4.6529539,-74.0835643
rladies,gainesville,Back to School 2021!,2021-09-09,online,2021,29.6519684,-82.3249846
rladies,san-francisco,Data Storytelling with Effective Data Visualization Techniques,2021-09-09,online,2021,37.7790262,-122.419906
rladies,darwin,R Ladies Darwin Launch,2021-09-09,inperson,2021,-12.46044,130.8410469
rladies,dc,R-Ladies DC Virtual Meet and Greet!,2021-09-07,online,2021,4.6529539,-74.0835643
rladies,bergen,Reproducible analysis in anthropology,2021-09-07,online,2021,60.3943055,5.3259192
rladies,bergen,Let's MEET and TALK again!,2021-09-07,inperson,2021,60.3943055,5.3259192
rladies,bogor,R Ladies Bogor 10th Meet Up: intro to Spatial R!,2021-09-04,online,2021,-6.5962986,106.7972421
rladies,nairobi,satRday Nairobi Conference 2021,2021-09-04,online,2021,-1.3026148499999999,36.82884201813725
rladies,bariloche,"GRUPO 3. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-02,online,2021,-41.1334421,-71.3098425
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 9,2021-09-02,online,2021,11.0101922,-74.8231794084391
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-09-02,online,2021,42.2418183,-1.7628016
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 9,2021-09-02,online,2021,-2.1900563,-79.8868741
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 9,2021-09-02,online,2021,-0.62881505,-90.3638752022324
rladies,bariloche,"GRUPO 2. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-09-01,online,2021,-41.1334421,-71.3098425
rladies,dc,R for Data Science Book Club,2021-08-26,online,2021,4.6529539,-74.0835643
rladies,natal,Introdução ao R Markdown,2021-08-26,online,2021,-5.805398,-35.2080905
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-08-25,inperson,2021,-2.1900563,-79.8868741
rladies,buenos-aires,Social Network con politicxsentwitteR,2021-08-25,online,2021,-34.6075682,-58.4370894
rladies,newyork,Making plots to explore data using R,2021-08-24,online,2021,48.1187679,11.5485464
rladies,freiburg,From messy data to beautiful plot: Guided TidyTuesday,2021-08-24,online,2021,47.9960901,7.8494005
rladies,brisbane,"Working in R Smarter, Faster, and More Securely - Hybrid",2021-08-24,online,2021,-27.4689682,153.0234991
rladies,masqat,My Stat1 Project With RStudio,2021-08-24,online,2021,23.5882019,58.3829448
rladies,bogor,R Ladies Bogor 9th Meet Up: intro to Github!,2021-08-21,online,2021,-6.5962986,106.7972421
rladies,bogor,R Ladies Bogor 9th Meet Up: intro to Github!,2021-08-21,online,2021,-6.5962986,106.7972421
rladies,bogor,R Ladies Bogor 9th Meet Up: intro to Github!,2021-08-21,online,2021,-6.5962986,106.7972421
rladies,montreal,R-Ladies Meeting: TBC,2021-08-19,inperson,2021,45.5031824,-73.5698065
rladies,montreal,R-Ladies Meeting: TBC,2021-08-19,inperson,2021,45.5031824,-73.5698065
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 8,2021-08-19,online,2021,11.0101922,-74.8231794084391
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-08-19,online,2021,42.2418183,-1.7628016
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 8,2021-08-19,online,2021,-2.1900563,-79.8868741
rladies,bariloche,"GRUPO 3. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-08-19,online,2021,-41.1334421,-71.3098425
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 8,2021-08-19,online,2021,-0.62881505,-90.3638752022324
rladies,cotonou,1er Meetup en Ligne de R-Ladies Cotonou,2021-08-19,online,2021,6.3676953,2.4252507
rladies,barranquilla,Programación Funcional con {purrr},2021-08-18,online,2021,11.0101922,-74.8231794084391
rladies,san-jose,Programación funcional con {purrr},2021-08-18,online,2021,37.3361663,-121.890591
rladies,bariloche,"GRUPO 2. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-08-18,online,2021,-41.1334421,-71.3098425
rladies,guadalajara,R básico aplicado a Sistemas de Información Geográfico en Google Colab,2021-08-17,online,2021,20.6720375,-103.338396
rladies,philly,IN PERSON Happy Hour,2021-08-16,inperson,2021,39.9527237,-75.1635262
rladies,bariloche,"GRUPO 1. TALLER DE ESTUDIO LIBRO ""R PARA CIENCIA DE DATOS""",2021-08-16,online,2021,-41.1334421,-71.3098425
rladies,newyork,R-Ladies Book Club,2021-08-14,online,2021,48.1187679,11.5485464
rladies,abuja,Data Analysis using R,2021-08-14,online,2021,9.0643305,7.4892974
rladies,dc,R for Data Science Book Club,2021-08-12,online,2021,4.6529539,-74.0835643
rladies,calgary,DIY R package!,2021-08-11,online,2021,51.0456064,-114.057541
rladies,boulder,RLadies Boulder Meetup #17: From csv to slippy map - intro to spatial data in R,2021-08-10,online,2021,40.0149856,-105.270545
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-08-05,online,2021,42.2418183,-1.7628016
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 7,2021-08-05,online,2021,11.0101922,-74.8231794084391
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 7,2021-08-05,online,2021,-2.1900563,-79.8868741
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 7,2021-08-05,online,2021,-0.62881505,-90.3638752022324
rladies,freiburg,Colour your ggplots beautiful!,2021-08-03,online,2021,47.9960901,7.8494005
rladies,melbourne,A remote glimpse into the useR! 2021 conference,2021-08-03,online,2021,-37.8142454,144.9631732
rladies,boston,Virtual Happy Hour!,2021-07-29,online,2021,42.3554334,-71.060511
rladies,dc,R for Data Science Book Club,2021-07-29,online,2021,4.6529539,-74.0835643
rladies,concepcion,"Club de lectura del libro ""Data Feminism""",2021-07-29,online,2021,-36.8270795,-73.0502399
rladies,talca,"Club de lectura del libro ""Data Feminism""",2021-07-29,online,2021,-35.4265343,-71.6660322
rladies,scl,"Club de lectura del libro ""Data Feminism""",2021-07-29,online,2021,-33.4093715,-70.7908989
rladies,valparaiso,"Club de lectura del libro ""Data Feminism""",2021-07-29,online,2021,-32.5976089,-70.8529753
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-07-28,inperson,2021,-2.1900563,-79.8868741
rladies,nairobi,Making Web-Ready Maps,2021-07-28,online,2021,-1.3026148499999999,36.82884201813725
rladies,melbourne,Strategies to Manage Projects,2021-07-28,online,2021,-37.8142454,144.9631732
rladies,dallas,"""Journey through the tidyverse"" with Dr. Che Smith",2021-07-28,online,2021,32.7762719,-96.7968559
rladies,columbus,R-Ladies Columbus Happy Hour!,2021-07-28,inperson,2021,39.9622601,-83.0007065
rladies,bari,CallToAction: DEVELOPER SURVEY 2021,2021-07-27,inperson,2021,41.1257843,16.8620293
rladies,denver,R4DS – Importing and Tidying data,2021-07-27,online,2021,39.7392364,-104.984862
rladies,brisbane,Virtual event- Tidy Tuesday!,2021-07-27,online,2021,-27.4689682,153.0234991
rladies,mid-mo,July 2021 Coder_RLadies Meeting,2021-07-27,online,2021,-37.9422066,145.2937313
rladies,cuernavaca,Trabajando con pipes y stringr,2021-07-26,online,2021,18.9218274,-99.2342282
rladies,sydney,DIY R Package,2021-07-26,online,2021,-33.768528,150.9568559523945
rladies,bangalore,Meetup 10 - Research Software Engineering and Academia ,2021-07-24,online,2021,12.9767936,77.590082
rladies,brasilia,Workshop: Mineração de texto com R,2021-07-24,online,2021,-10.3333333,-53.2
rladies,puebla,Gráficos animados en R con datos de Netflix ,2021-07-24,online,2021,18.833333,-98
rladies,xalapa,DemocRacia con R: Conteos Rápidos 2021,2021-07-24,online,2021,19.5408338,-96.9146374
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 6,2021-07-23,online,2021,-0.62881505,-90.3638752022324
rladies,bariloche,"Reunión organizativa del grupo de estudio del libro ""R para ciencia de datos""",2021-07-23,online,2021,-41.1334421,-71.3098425
rladies,milan,Practicing Data Science: a Collection of Case Studies,2021-07-22,online,2021,45.4641943,9.1896346
rladies,bari,Practicing Data Science: a Collection of Case Studies,2021-07-22,online,2021,41.1257843,16.8620293
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 6,2021-07-22,online,2021,-2.1900563,-79.8868741
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-07-22,online,2021,42.2418183,-1.7628016
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 6,2021-07-22,online,2021,11.0101922,-74.8231794084391
rladies,dc,"Pandemics, Graphics, and Perception of Log Scales",2021-07-22,online,2021,4.6529539,-74.0835643
rladies,newyork,Creating model en mass with workflowsets,2021-07-21,online,2021,48.1187679,11.5485464
rladies,vancouver,Focus on Content: Create Enterprise-Worthy Shiny Applications with Periscope ,2021-07-21,online,2021,49.2608724,-123.113952
rladies,freiburg,First steps on Git using R-Studio and Github,2021-07-20,online,2021,47.9960901,7.8494005
rladies,seattle,Dimensionality Reduction Tutorial: PCA & UMAP,2021-07-20,online,2021,47.6038321,-122.330062
rladies,ribeirao-preto,Análise e visualização de dados de biodiversidade no R,2021-07-20,online,2021,-21.1776315,-47.8100983
rladies,rtp,Post-useR!2021 Chit Chat,2021-07-18,online,2021,35.8569851,-78.8682511
rladies,tbilisi,Bookclub - Chapter 13: Relational Data,2021-07-15,online,2021,41.6934591,44.8014495
rladies,dc,R for Data Science Book Club,2021-07-15,online,2021,4.6529539,-74.0835643
rladies,montreal,R-Ladies Meeting: TBC,2021-07-15,inperson,2021,45.5031824,-73.5698065
rladies,montreal,R-Ladies Meeting: TBC,2021-07-15,inperson,2021,45.5031824,-73.5698065
rladies,concepcion,R para Humanidades - sesión 2: de PDF a texto plano,2021-07-15,inperson,2021,-36.8270795,-73.0502399
rladies,talca,R para Humanidades - sesión 2: de PDF a texto plano,2021-07-15,online,2021,-35.4265343,-71.6660322
rladies,scl,R para Humanidades - sesión 2: de PDF a texto plano,2021-07-15,online,2021,-33.4093715,-70.7908989
rladies,valparaiso,R para Humanidades - sesión 2: de PDF a texto plano,2021-07-15,online,2021,-32.5976089,-70.8529753
rladies,cdmx,Sesión 2: De PDF a Texto | Talleres de R para Humanidades,2021-07-15,online,2021,19.4326296,-99.1331785
rladies,philly,July Workshop: Mapping COVID-19 Vaccination Across the US,2021-07-14,online,2021,39.9527237,-75.1635262
rladies,boulder,RLadies Boulder Meetup #16: Happy Hour at Sanitas Brewing,2021-07-13,inperson,2021,40.0149856,-105.270545
rladies,dallas,Dr. Pratheepa Jeganathan: R/Bioconductor for Molecular microbial data analysis,2021-07-12,online,2021,32.7762719,-96.7968559
rladies,guadalajara,SARS-CoV-2 y minería de datos en bioinformática,2021-07-09,online,2021,20.6720375,-103.338396
rladies,newyork,The Epidemiologist R Handbook,2021-07-08,online,2021,48.1187679,11.5485464
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 5,2021-07-08,online,2021,-2.1900563,-79.8868741
rladies,tunis,My Favorite ggplot2 Extension Packages,2021-07-08,online,2021,36.8002068,10.1857757
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 5,2021-07-08,online,2021,11.0101922,-74.8231794084391
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-07-08,online,2021,42.2418183,-1.7628016
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 5,2021-07-08,online,2021,-0.62881505,-90.3638752022324
rladies,ames,Analytics & Data Sciences Career Panel ,2021-07-07,online,2021,50.536715,2.4086536
rladies,guadalajara,Minería de datos de Twitter para analizar eventos y movimientos  sociales,2021-07-06,online,2021,20.6720375,-103.338396
rladies,freiburg,From messy data to beautiful plot: Guided TidyTuesday,2021-07-06,online,2021,47.9960901,7.8494005
rladies,tbilisi,Bookclub - Chapter 12: Tidy Data,2021-07-04,online,2021,41.6934591,44.8014495
rladies,johannesburg,How to make web-ready maps - A beginner's perspective,2021-07-02,online,2021,-26.205,28.049722
rladies,talca,Serie de talleres sobre R para humanidades: Sesión 1: Web scraping,2021-07-02,online,2021,-35.4265343,-71.6660322
rladies,concepcion,Serie de talleres sobre R para Humanidades. Sesión 1: Web Scraping,2021-07-02,inperson,2021,-36.8270795,-73.0502399
rladies,scl,R para Humanidades - sesión 1: web scraping,2021-07-02,online,2021,-33.4093715,-70.7908989
rladies,valparaiso,R para Humanidades - sesión 1: web scraping,2021-07-02,online,2021,-32.5976089,-70.8529753
rladies,cdmx,Sesión 1: serie de talleres sobre R para Humanidades,2021-07-02,online,2021,19.4326296,-99.1331785
rladies,cdmx,Club de lectura Advanced R,2021-07-01,online,2021,19.4326296,-99.1331785
rladies,concepcion,"Club de Lectura del libro ""Data Feminism""",2021-07-01,inperson,2021,-36.8270795,-73.0502399
rladies,talca,"Club de lectura del libro ""Data Feminism""",2021-07-01,online,2021,-35.4265343,-71.6660322
rladies,scl,"Club de lectura del libro ""Data Feminism""",2021-07-01,online,2021,-33.4093715,-70.7908989
rladies,valparaiso,"Club de lectura del libro ""Data Feminism""",2021-07-01,online,2021,-32.5976089,-70.8529753
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2021-06-30,inperson,2021,-2.1900563,-79.8868741
rladies,san-diego,We're back! Let's catch-up with a fun meet and greet.,2021-06-29,inperson,2021,32.7174202,-117.1627728
rladies,milan,Artificial Neural Network - introduzione e applicazione [Workshop],2021-06-29,online,2021,45.4641943,9.1896346
rladies,bari,Artificial Neural Network - introduzione e applicazione [Workshop],2021-06-29,online,2021,41.1257843,16.8620293
rladies,barcelona,Paseo aleatorio por la programación + El ingeniovisible,2021-06-29,online,2021,41.3828939,2.1774322
rladies,tbilisi,Bookclub - Chapter 10: Tibbles,2021-06-27,online,2021,41.6934591,44.8014495
rladies,abuja,Steps to Text Mining with R,2021-06-26,online,2021,9.0643305,7.4892974
rladies,sao-paulo,[MeetUp Online]  Conhecendo o ggplot2: criando gráficos com R,2021-06-26,online,2021,-23.5506507,-46.6333824
rladies,brasilia,Intrdoução ao R,2021-06-26,online,2021,-10.3333333,-53.2
rladies,eskisehir,R' da CNN ile Bir Derin Öğrenme Uygulaması,2021-06-24,online,2021,39.7743941,30.519116
rladies,natal,ANOVA DE UMA VIA,2021-06-24,online,2021,-5.805398,-35.2080905
rladies,cdmx,Taller :Análisis y visualización de datos de violencia familiar contra mujeres ,2021-06-24,online,2021,19.4326296,-99.1331785
rladies,barranquilla,Club de lectura R para Ciencia de Datos - Sesión 4,2021-06-24,online,2021,11.0101922,-74.8231794084391
rladies,guayaquil,Club de lectura: R para Ciencia de Datos - Sesión 4,2021-06-24,online,2021,-2.1900563,-79.8868741
rladies,milagro,Club de lectura: R para Ciencia de Datos,2021-06-24,online,2021,42.2418183,-1.7628016
rladies,calgary,R-Ladies Calgary Summer Social mixer,2021-06-24,online,2021,51.0456064,-114.057541
rladies,galapagos-islands,Club de lectura R para Ciencia de Datos - Sesión 4,2021-06-24,online,2021,-0.62881505,-90.3638752022324
rladies,bergen,Large scale time series forecasting,2021-06-24,online,2021,60.3943055,5.3259192
rladies,dc,Georgia election discussion,2021-06-23,online,2021,4.6529539,-74.0835643
rladies,tunis,Improve your Data Science pipelines with JavaScript,2021-06-23,online,2021,36.8002068,10.1857757
rladies,amsterdam,[ONLINE]- R in Production,2021-06-22,online,2021,52.3730796,4.8924534
rladies,santa-barbara,R-Ladies SB x R-Ladies Vancouver Tidy Tuesday Collab!,2021-06-22,online,2021,34.4221319,-119.702667
rladies,vancouver,Tidy Tuesday with RLadies Vancouver and RLadies Santa Barbara,2021-06-22,online,2021,49.2608724,-123.113952
rladies,sydney,Building a Personal Website Using R ,2021-06-22,online,2021,-33.768528,150.9568559523945
rladies,freiburg,Tidy Text Analysis: Word frequencies & n-grams,2021-06-22,online,2021,47.9960901,7.8494005
rladies,dammam,A Little JS Goes a Long Way,2021-06-21,online,2021,26.4367824,50.1039991
rladies,tunis,A Little JS Goes a Long Way,2021-06-21,online,2021,36.8002068,10.1857757
rladies,la-paz,Datos en Bolivia,2021-06-19,online,2021,-16.4955455,-68.1336229
rladies,queretaro,Tableros en Shiny,2021-06-19,online,2021,20.5927744,-100.3902245
rladies,madrid,Empezando con clusterización ,2021-06-17,online,2021,40.4167047,-3.7035825
rladies,montreal,R-Ladies Meeting: TBC,2021-06-17,inperson,2021,45.5031824,-73.5698065
rladies,montreal,R-Ladies Meeting: TBC,2021-06-17,inperson,2021,45.5031824,-73.5698065
rladies,aarhus,I♥R,2021-06-16,online,2021,56.1496278,10.2134046
rladies,medellin,"Otras formas de visualizar nuestros datos: sunburst, bubbles, maps",2021-06-16,online,2021,6.2697018,-75.60252574475943
rladies,philly,R-Ladies Lightning Talks: How You Use R,2021-06-16,online,2021,39.9527237,-75.1635262
rladies,brisbane,Introduction to using Docker for reproducibility in R,2021-06-16,online,2021,-27.4689682,153.0234991
rladies,east-lansing,First Steps in Spatial Data visualization w/ R-Ladies Chicago,2021-06-15,online,2021,42.7320307,-84.4721678
rladies,bucharest,R-Ladies #18: Haifa Ben Messaoud - Take yourself to the next level by challenges,2021-06-15,online,2021,44.4361414,26.1027202
rladies,chicago,First Steps in Spatial Data visualization w/ R-Ladies East Lansing,2021-06-15,online,2021,41.8755616,-87.6244212
rladies,melbourne,Beginner friendly introduction to build an R package,2021-06-15,online,2021,-37.8142454,144.9631732
rladies,baltimore,Recursion in R with purrr,2021-06-15,online,2021,39.2908816,-76.610759
rladies,nairobi,Working with Databases in R,2021-06-12,online,2021,-1.3026148499999999,36.82884201813725
rladies,tunis,R4Bioinfo Workshop: Introduction to Ensembl REST API - PART2,2021-06-11,online,2021,36.8002068,10.1857757
rladies,newyork,"Data Visualization: Color Palettes, Themes, and Schemes",2021-06-10,online,2021,48.1187679,11.5485464
